text,label
" Compared to traditional game engines, our ChatGE eliminates the learning curve",Game Development as Human-LLM Interaction
" While tra- ditional game engines provide users with software interfaces powered by complex technologies and programming languages, our ChatGE offers a more flexible natural language interface powered by LLM",Game Development as Human-LLM Interaction
 One can simply input natural language under the guidance of the engine through Human-LLM interaction,Game Development as Human-LLM Interaction
" In ChatGE, a user’s natural language input is equivalent to calling software interfaces in a traditional game engine",Game Development as Human-LLM Interaction
" The LLM generates im- plementation code based on the user’s input, mirror- ing the process of implementing software interfaces through complex technologies and programming languages in traditional game engines",Game Development as Human-LLM Interaction
 ChatGE is based on large language models arXiv:2408,Game Development as Human-LLM Interaction
09386v2  [cs,Game Development as Human-LLM Interaction
AI]  16 Dec 2024,Game Development as Human-LLM Interaction
"(LLMs), which have shown exceptional capabil- ities in natural language processing across various aspects",Game Development as Human-LLM Interaction
" In this work, we explore the joint capa- bility of interaction and programming of the LLM to serve as a game engine, enabling development through natural language via Human-LLM inter- action",Game Development as Human-LLM Interaction
" As illustrated in Figure 1, we instruct the LLM to perform the following processes in each turn: (1) Pscript: configure the game script seg- ment based on the user’s input; (2)Pcode: generate the corresponding code snippet based on the game script segment; (3) Putter: interact with the user, including guidance and feedback",Game Development as Human-LLM Interaction
" We propose a comprehensive training paradigm to fine-tune an LLM to excel as a ChatGE, rather than relying solely on prompting",Game Development as Human-LLM Interaction
 There are two main challenges,Game Development as Human-LLM Interaction
" First, it is an exhausting process to acquire a large number of game script-code pairs",Game Development as Human-LLM Interaction
 We propose an efficient data synthesis pipeline to generate game script-code pairs automatically from a few manually crafted seed data,Game Development as Human-LLM Interaction
" Moreover, our framework requires the LLM to perform Pscript, Pcode, and Putter step by step, which challenges the joint capability of interaction and programming",Game Development as Human-LLM Interaction
" Additionally, a straightforward strategy to train on sufficient complete interaction data is ineffi- cient",Game Development as Human-LLM Interaction
" Therefore, we propose a three-stage progres- sive training strategy to transfer the dialogue-based LLM to our ChatGE smoothly",Game Development as Human-LLM Interaction
" Eventually, we construct a ChatGE for Poker, a worldwide card game, e",Game Development as Human-LLM Interaction
g,Game Development as Human-LLM Interaction
 Texas hold’em,Game Development as Human-LLM Interaction
 We uti- lize the proposed data synthesis pipeline to generate the corresponding dataset and fine-tune a ChatGE using the presented strategy,Game Development as Human-LLM Interaction
" Then we propose a fine-grained evaluation process, measuring the performance from two perspectives: interaction quality and code correctness",Game Development as Human-LLM Interaction
" In summary, this paper: • introduces the ChatGE framework for game development as Human-LLM interaction; • presents the data generation technique that fuels the learning of ChatGE; • proposes a three-stage progressive training strategy for effectively training ChatGE; • constructs a ChatGE for poker games and eval- uates its performance from two perspectives: interaction quality and code correctness",Game Development as Human-LLM Interaction
 2 Related works AI for Games AI for games is an exciting area in AI research,Game Development as Human-LLM Interaction
" A great amount of recent work stud- ies learning for agents, e",Game Development as Human-LLM Interaction
g,Game Development as Human-LLM Interaction
 as game players for Atari (Mnih et al,Game Development as Human-LLM Interaction
", 2013), Minecraft (Fan et al",Game Development as Human-LLM Interaction
", 2022; Wang et al",Game Development as Human-LLM Interaction
", 2023a), StarCraft, (Vinyals et al",Game Development as Human-LLM Interaction
", 2019), NetHack (Küttler et al",Game Development as Human-LLM Interaction
", 2020; Lowe et al",Game Development as Human-LLM Interaction
", 2020), Werewolf (Xu et al",Game Development as Human-LLM Interaction
", 2023); non- play characters (NPCs) (Shanahan et al",Game Development as Human-LLM Interaction
", 2023; Uludagli and Oguz, 2023); player assistants (Gal- lotta et al",Game Development as Human-LLM Interaction
", 2024); game commentators (Eladhari, 2018; Ranella and Eger, 2023)",Game Development as Human-LLM Interaction
" Recently, there has been work focused on building a neural en- gine based on LLMs",Game Development as Human-LLM Interaction
 IDGE (Wu et al,Game Development as Human-LLM Interaction
", 2024a) autoregressively predicts in-game states based on player actions, functioning more like a game run- time environment that supports game creation by simple natural language instructions as a script",Game Development as Human-LLM Interaction
" In comparison, our ChatGE serves as a development framework for creating games, similar to a tradi- tional game engine",Game Development as Human-LLM Interaction
" LLMs as Training Data Generators With the immense power demonstrated by large language models(LLMs), researchers have recently explored their potential as as training data generators (Yu et al",Game Development as Human-LLM Interaction
", 2024a)",Game Development as Human-LLM Interaction
 Such applications include gener- ating tabular data (Borisov et al,Game Development as Human-LLM Interaction
", 2022), medi- cal dialogue (Chintagunta et al",Game Development as Human-LLM Interaction
", 2021), sentence pairs (Schick and Schütze, 2021), role-play dia- logue (Shao et al",Game Development as Human-LLM Interaction
", 2023a), instruction data (Peng et al",Game Development as Human-LLM Interaction
", 2023; Shao et al",Game Development as Human-LLM Interaction
", 2023b; Sun et al",Game Development as Human-LLM Interaction
", 2024; Wang et al",Game Development as Human-LLM Interaction
", 2022), etc",Game Development as Human-LLM Interaction
,Game Development as Human-LLM Interaction
" In this paper, we propose a data synthesis pipeline that leverages LLMs as training data generators to produce game script- code pairs and user-LLM interactions from a few manually crafted seed data",Game Development as Human-LLM Interaction
 Progressive Training Strategy Progressive training strategy is commonly employed in LLM training,Game Development as Human-LLM Interaction
 Training on progressively increasing sequence length data in multi-stages is used to mitigate computational costs and enhance data efficiency in both the pre-training (Jin et al,Game Development as Human-LLM Interaction
", 2023; Dubey et al",Game Development as Human-LLM Interaction
", 2024) and post-training (Liu et al",Game Development as Human-LLM Interaction
", 2024) phases",Game Development as Human-LLM Interaction
 Curriculum learning (Bengio et al,Game Development as Human-LLM Interaction
", 2009), a specialized form of progressive training, gradually increases the complexity of data samples during the training process",Game Development as Human-LLM Interaction
" Recent studies show the promising role of curriculum learning in empowering the language models to tackle more challenging tasks (Vakil and Amiri, 2023; Wu",Game Development as Human-LLM Interaction
User Interaction Natural Languague Instruction and Feedback ③ Interaction Natural Languague Guidance and Feedback CustomGame ② Code snippet Interpreter Play Script ① Script segment LLM Figure 2: ChatGE framework,Game Development as Human-LLM Interaction
" The LLM processes the user’s input in the orange stream, while simultaneously generating script in the yellow stream, code in the green stream, and interaction in the blue stream",Game Development as Human-LLM Interaction
 et al,Game Development as Human-LLM Interaction
", 2023, 2024a)",Game Development as Human-LLM Interaction
" In this paper, we propose a three-stage progressive training strategy to transfer the dialogue-based LLM to our ChatGE smoothly",Game Development as Human-LLM Interaction
 This strategy also aligns with the principles of curriculum learning,Game Development as Human-LLM Interaction
" 3 ChatGE In this section, we present our ChatGE framework, illustrated in Figure 2",Game Development as Human-LLM Interaction
 3,Game Development as Human-LLM Interaction
1 Overview The ChatGE framework introduces a new paradigm of game development as Human-LLM interaction,Game Development as Human-LLM Interaction
" In user-LLM interactions, the user provides instruc- tions for their game concept in natural language under the guidance of LLM, along with feedback to the LLM",Game Development as Human-LLM Interaction
" The LLM guides the user in refin- ing and clarifying essential details about the game, while also offering feedback",Game Development as Human-LLM Interaction
" To enable the LLM to provide effective guidance, we predefine a generic script template tailored to a specific type of game",Game Development as Human-LLM Interaction
" Except for interaction with the user, the LLM gen- erates script segments and code snippets to imple- ment the user’s game concept in each turn",Game Development as Human-LLM Interaction
" Mean- while, the code snippets are stored, building toward the eventual complete game code, CustomGame",Game Development as Human-LLM Interaction
" After the game is fully developed through multi- turn interactions, a code interpreter is used to exe- cute the CustomGame code for play",Game Development as Human-LLM Interaction
 3,Game Development as Human-LLM Interaction
2 Formulation The complete process of ChatGE framework can be seen as a multi-turn human-LLM interaction,Game Development as Human-LLM Interaction
 We first formulate the multi-turn Human-LLM in- teraction and then extend this concept to ChatGE,Game Development as Human-LLM Interaction
" In a multi-turn Human-LLM interaction, both the user input and the LLM’s output may be related to the interaction history, such as references to prior content",Game Development as Human-LLM Interaction
" The interaction history ht at turn t can be simply defined as: ht = ( ∅ if t = 0 {(iτ , oτ ) | τ = 1, 2, ",Game Development as Human-LLM Interaction
 ,Game Development as Human-LLM Interaction
 ,Game Development as Human-LLM Interaction
" , t} if t >0 (1) where the subscript t refers to the increasing num- ber of turns, it refers to the user input and ot refers to the LLM’s output, formulated as: ot = Fθ(ht−1, it) (2) where Fθ refers to the LLM, and θ denotes its parameters",Game Development as Human-LLM Interaction
" Consequently, an LLM with pa- rameters θ seeks to maximize the likelihood:PT t=1 log pθ(ot|ht−1, it), where T refers to the to- tal number of interaction turns",Game Development as Human-LLM Interaction
 The distinction between ChatGE and a general multi-turn Human-LLM interaction lies in the spe- cialization of the input and output,Game Development as Human-LLM Interaction
 The user input it consists of instructions about their game con- cept and feedback to the LLM,Game Development as Human-LLM Interaction
 The LLM’s out- put ot includes both interactions with the user and code snippets to implement the user’s game con- cept in one turn,Game Development as Human-LLM Interaction
" To enable an LLM to function as a ChatGE, we instruct the LLM to perform the following processes in each turn: (1) Pscript: con- figure the game script segment based on the user’s input(Enclosed by <script></script>: in Fig- ure 1); (2) Pcode: generate the corresponding code snippet based on the game script segment(Enclosed by <code></code>: in Figure 1); (3) Putter: in- teract with the user, including guidance and feed- back(Enclosed by <utter></utter>: in Figure 1)",Game Development as Human-LLM Interaction
" For interaction and coding requirements, Pcode and Putter are essential",Game Development as Human-LLM Interaction
" Pscript serves as an interme- diate process, akin to the reasoning in chain-of- thought (CoT) (Wei et al",Game Development as Human-LLM Interaction
", 2022)",Game Development as Human-LLM Interaction
" Additionally, it can also act as a visual representation of the cur- rent development progress",Game Development as Human-LLM Interaction
" Compared to code, a",Game Development as Human-LLM Interaction
"Pool def flopx(self, x):       self",Game Development as Human-LLM Interaction
deck,Game Development as Human-LLM Interaction
pop()       for i in range(x):             self,Game Development as Human-LLM Interaction
community +=[self,Game Development as Human-LLM Interaction
deck,Game Development as Human-LLM Interaction
pop()] Code Snippet Phase:     flopx: Discard one card from      the deck,Game Development as Human-LLM Interaction
 Flop x cards from      the deck to the community,Game Development as Human-LLM Interaction
" Script Segment LLM Generate Split LLM LLM Generate Interaction Snippet Generate Filter Sample def flopx(self, x):       self",Game Development as Human-LLM Interaction
deck,Game Development as Human-LLM Interaction
pop()       for i in range(x):             self,Game Development as Human-LLM Interaction
community += [self,Game Development as Human-LLM Interaction
deck,Game Development as Human-LLM Interaction
pop()]     self,Game Development as Human-LLM Interaction
deck,Game Development as Human-LLM Interaction
pop() Code Snippet Phase:     flopx: Discard one card from the     deck,Game Development as Human-LLM Interaction
 Flop x cards from the deck     to the community,Game Development as Human-LLM Interaction
" After each one     flop, discard one more card",Game Development as Human-LLM Interaction
 Script Segment Config:     Number of players: ,Game Development as Human-LLM Interaction
,Game Development as Human-LLM Interaction
,Game Development as Human-LLM Interaction
     ,Game Development as Human-LLM Interaction
,Game Development as Human-LLM Interaction
,Game Development as Human-LLM Interaction
 Phase:     start: ,Game Development as Human-LLM Interaction
,Game Development as Human-LLM Interaction
,Game Development as Human-LLM Interaction
     ,Game Development as Human-LLM Interaction
,Game Development as Human-LLM Interaction
,Game Development as Human-LLM Interaction
 Flow: ,Game Development as Human-LLM Interaction
,Game Development as Human-LLM Interaction
,Game Development as Human-LLM Interaction
 Config:     Number of players: ,Game Development as Human-LLM Interaction
,Game Development as Human-LLM Interaction
,Game Development as Human-LLM Interaction
     ,Game Development as Human-LLM Interaction
,Game Development as Human-LLM Interaction
,Game Development as Human-LLM Interaction
 Phase:     start: ,Game Development as Human-LLM Interaction
,Game Development as Human-LLM Interaction
,Game Development as Human-LLM Interaction
     ,Game Development as Human-LLM Interaction
,Game Development as Human-LLM Interaction
,Game Development as Human-LLM Interaction
 Flow: ,Game Development as Human-LLM Interaction
,Game Development as Human-LLM Interaction
,Game Development as Human-LLM Interaction
 def config(self):     self,Game Development as Human-LLM Interaction
n_players = 3     ,Game Development as Human-LLM Interaction
,Game Development as Human-LLM Interaction
,Game Development as Human-LLM Interaction
 def start(self):     ,Game Development as Human-LLM Interaction
,Game Development as Human-LLM Interaction
,Game Development as Human-LLM Interaction
 ,Game Development as Human-LLM Interaction
,Game Development as Human-LLM Interaction
,Game Development as Human-LLM Interaction
 def set_flow(self):     ,Game Development as Human-LLM Interaction
,Game Development as Human-LLM Interaction
,Game Development as Human-LLM Interaction
 def config(self):     self,Game Development as Human-LLM Interaction
n_players = 3     ,Game Development as Human-LLM Interaction
,Game Development as Human-LLM Interaction
,Game Development as Human-LLM Interaction
 def start(self):     ,Game Development as Human-LLM Interaction
,Game Development as Human-LLM Interaction
,Game Development as Human-LLM Interaction
 ,Game Development as Human-LLM Interaction
,Game Development as Human-LLM Interaction
,Game Development as Human-LLM Interaction
 def set_flow(self):     ,Game Development as Human-LLM Interaction
,Game Development as Human-LLM Interaction
,Game Development as Human-LLM Interaction
 Config:     Number of players: ,Game Development as Human-LLM Interaction
,Game Development as Human-LLM Interaction
,Game Development as Human-LLM Interaction
     ,Game Development as Human-LLM Interaction
,Game Development as Human-LLM Interaction
,Game Development as Human-LLM Interaction
 Phase:     start: ,Game Development as Human-LLM Interaction
,Game Development as Human-LLM Interaction
,Game Development as Human-LLM Interaction
     ,Game Development as Human-LLM Interaction
,Game Development as Human-LLM Interaction
,Game Development as Human-LLM Interaction
 Flow: ,Game Development as Human-LLM Interaction
,Game Development as Human-LLM Interaction
,Game Development as Human-LLM Interaction
 def config(self):       self,Game Development as Human-LLM Interaction
n_players = 3       ,Game Development as Human-LLM Interaction
,Game Development as Human-LLM Interaction
,Game Development as Human-LLM Interaction
 def start(self):       ,Game Development as Human-LLM Interaction
,Game Development as Human-LLM Interaction
,Game Development as Human-LLM Interaction
 ,Game Development as Human-LLM Interaction
,Game Development as Human-LLM Interaction
,Game Development as Human-LLM Interaction
 def set_flow(self):       ,Game Development as Human-LLM Interaction
,Game Development as Human-LLM Interaction
,Game Development as Human-LLM Interaction
 Code Script Seed Data ,Game Development as Human-LLM Interaction
,Game Development as Human-LLM Interaction
,Game Development as Human-LLM Interaction
 ,Game Development as Human-LLM Interaction
,Game Development as Human-LLM Interaction
,Game Development as Human-LLM Interaction
 Complete Interaction ,Game Development as Human-LLM Interaction
,Game Development as Human-LLM Interaction
,Game Development as Human-LLM Interaction
  ,Game Development as Human-LLM Interaction
,Game Development as Human-LLM Interaction
,Game Development as Human-LLM Interaction
  ,Game Development as Human-LLM Interaction
,Game Development as Human-LLM Interaction
,Game Development as Human-LLM Interaction
  ,Game Development as Human-LLM Interaction
,Game Development as Human-LLM Interaction
,Game Development as Human-LLM Interaction
  ,Game Development as Human-LLM Interaction
,Game Development as Human-LLM Interaction
,Game Development as Human-LLM Interaction
  ,Game Development as Human-LLM Interaction
,Game Development as Human-LLM Interaction
,Game Development as Human-LLM Interaction
  Figure 3: Data synthesis pipeline for game script-code pair and interaction generation,Game Development as Human-LLM Interaction
" script is much easier for people to understand, es- pecially those without a programming background",Game Development as Human-LLM Interaction
" Therefore, ot can be specilized as: ot = (st, ct, ut) =Fθ(st, ct, ut|ht−1, it)",Game Development as Human-LLM Interaction
" (3) where st, ct, ut refer to the outputs ofPscript, Pcode, and Putter respectively",Game Development as Human-LLM Interaction
"Furthermore, the ultimate objective of this task, CustomGame C can be ob- tained by merging ct across all turns: C = Merge (c1, c2, ",Game Development as Human-LLM Interaction
 ,Game Development as Human-LLM Interaction
 ,Game Development as Human-LLM Interaction
" , cT ) (4) where Merge denotes the merge function",Game Development as Human-LLM Interaction
" Specif- ically, m can be determined by the specific game implementation",Game Development as Human-LLM Interaction
" In our inplementaion, we embed ct into the base code of the specific game",Game Development as Human-LLM Interaction
" 4 Data Generation In this section, we discuss our attempt in data gen- eration",Game Development as Human-LLM Interaction
 Utilizing LLMs to create ChatGE requires fine-tuning on a substantial amount of supervised data,Game Development as Human-LLM Interaction
" However, manually crafting diverse interac- tions with script-code pairs is a challenging task",Game Development as Human-LLM Interaction
" Compared to fully manual annotation, harnessing LLMs to synthesize data is more efficient and has become a popular method for addressing the issue of insufficient data",Game Development as Human-LLM Interaction
" We propose a pipeline consist- ing of three main steps to synthesize data, starting with a small set of manually annotated seed data, as illustrated in Figure 3",Game Development as Human-LLM Interaction
 We utilize GPT-4o as the generator,Game Development as Human-LLM Interaction
" Init pool First, we manually craft a few script- code pairs, each corresponding to different custom games",Game Development as Human-LLM Interaction
" These pairs serve as seed data and are then split into script segments and code snippets, which are added to the pool",Game Development as Human-LLM Interaction
" Generate new pairs In this step, we sample pairs of script segments and code snippets, generating new pairs based on these selections",Game Development as Human-LLM Interaction
" We prompt the generator to modify the code snippet first, then generate the corresponding script segment",Game Development as Human-LLM Interaction
" This order is chosen because it’s easier to map a script segment to a code snippet by describing the code, rather than generating code from a script descrip- tion",Game Development as Human-LLM Interaction
 This approach yields higher-quality data with more reliable mappings,Game Development as Human-LLM Interaction
" To ensure the generated code functions correctly, we implement a filter to discard code that fails to execute",Game Development as Human-LLM Interaction
 This process con- tinues until the pool contains a sufficient number of entries,Game Development as Human-LLM Interaction
" Generate interaction data Finally, we generate the interaction data depicted in Figure 1 using the script-code pairs",Game Development as Human-LLM Interaction
 This process involves two lines: (1) generating interaction snippets based on pairs of script segments and code snippets from the pool; (2) generating complete interactions from complete script-code pairs,Game Development as Human-LLM Interaction
 The necessity of these two data components will be discussed in the next section,Game Development as Human-LLM Interaction
" 5 Training Strategy In this section, we present our training strategy",Game Development as Human-LLM Interaction
" In our framework, the LLM will perform Pscript, Pcode and Putter step by step, which challenges the joint capability of interaction and programming",Game Development as Human-LLM Interaction
" On the other hand, a straightforward strategy to",Game Development as Human-LLM Interaction
train on sufficient complete interaction data is in- efficient,Game Development as Human-LLM Interaction
" Therefore, we propose a three-stage pro- gressive training strategy to transfer the dialogue- based LLM to our ChatGE smoothly",Game Development as Human-LLM Interaction
 Stage-1: Base Training This stage aims to train the base interaction ability of the model,Game Development as Human-LLM Interaction
 Inter- action ability is the most fundamental ability for ChatGE and serves as the foundation for the fol- lowing two stages,Game Development as Human-LLM Interaction
 Since most LLMs have already undergone sufficient and efficient supervised fine- tuning (SFT) (Brown et al,Game Development as Human-LLM Interaction
", 2020; Raffel et al",Game Development as Human-LLM Interaction
", 2020; Ouyang et al",Game Development as Human-LLM Interaction
", 2022), we can directly use such models for Stage-1",Game Development as Human-LLM Interaction
" Stage-2: Core Training This stage aims to train the core capabilities of the model, namely the joint capability of programming and interaction",Game Development as Human-LLM Interaction
 It fine- tunes the model from Stage-1 on interaction snip- pets that follow the ChatGE format,Game Development as Human-LLM Interaction
" As illustrated in Figure 1, we instruct the model to perform the Pscript, Pcode and Putter step by step to extract the user’s concept of the game, implement it in code, and provide guidance and feedback for interaction",Game Development as Human-LLM Interaction
 Stage-3: Alignment This stage aims to align the model with a complete interaction context to fully develop a game as a ChatGE,Game Development as Human-LLM Interaction
" It fine-tunes the model from Stage-2, which already possesses sig- nificant programming and interaction capabilities",Game Development as Human-LLM Interaction
" At this stage, we only need to extend its ability for multi-turn interactions as a ChatGE, particularly in guiding users to complete game development according to the predefined script",Game Development as Human-LLM Interaction
" Since the model already possesses strong multi-turn interaction and long-context capabilities following Stage-1 train- ing, only a small dataset is required for alignment at this stage",Game Development as Human-LLM Interaction
" 6 Experiments In this section, we construct a ChatGE for a poker game",Game Development as Human-LLM Interaction
" We employ the proposed data synthesis pipeline to generate the corresponding dataset, fine- tune a ChatGE using the presented strategy and evaluate its performance",Game Development as Human-LLM Interaction
 6,Game Development as Human-LLM Interaction
"1 Dataset Poker Game Poker, a worldwide card game, e",Game Development as Human-LLM Interaction
g,Game Development as Human-LLM Interaction
" Texas hold’em, Badugi",Game Development as Human-LLM Interaction
 These poker games can be abstracted into a generic game script,Game Development as Human-LLM Interaction
 Table 1 presents an example example of such a script for the classic Texas hold’em,Game Development as Human-LLM Interaction
" This generic script al- lows for the configuration of several common el- Texas hold’em Config: Number of players: 3 Min bet: 10 Max bet: 1000 Suit: H, D, C, S Suit have rank: False Card value rank: 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 1 Card combinations rank: High Card, Pair, Two Pair, Three of a Kind, Straight, Flush, Full House, Four of a Kind, Straight Flush Phase: start: Config the game, prepare the deck and chips for all players",Game Development as Human-LLM Interaction
" blind: Randomly assign two: small blind bets minimum, big blind double",Game Development as Human-LLM Interaction
 dealx: Deal x cards to each player,Game Development as Human-LLM Interaction
 switch: Each discards and draws the same number of cards from the deck,Game Development as Human-LLM Interaction
 bet: Each bets until all the unfolded match the highest or only 1 remains,Game Development as Human-LLM Interaction
 flopx: Discard a card from the deck,Game Development as Human-LLM Interaction
 Reveal x community cards,Game Development as Human-LLM Interaction
" Flow: start, blind, deal2, bet, flop3, bet, flop1, bet, flop1, bet, show, prize Table 1: An example game script for a poker game",Game Development as Human-LLM Interaction
" ements across different poker games, including the number of players, minimum and maximum bet limits, suit types and rankings, single-card rankings, multi-card combination rankings, game phases, and overall game flow",Game Development as Human-LLM Interaction
" By adjusting these elements, virtually infinite variations of poker can be created",Game Development as Human-LLM Interaction
" Notably, each game in our dataset cor- responds to a unique configuration, including cus- tomizable phases",Game Development as Human-LLM Interaction
" For example, a standard “flopx” phase might involve discarding one card from the deck and then revealing x community cards",Game Development as Human-LLM Interaction
" This phase can be customized by adding a rule such as, “After each flop, discard one more card,” thereby creating a new variant of the “flopx” phase",Game Development as Human-LLM Interaction
 Statistics Training Test manually crafted(seed data for training) # of games 20 10 # of script-code pairs(functions) 180 90 synthesis # of complete interactions 36 / # of interaction snippets 3718 / Table 2: Statistics of training and test data,Game Development as Human-LLM Interaction
 Data Statistics Table 2 shows the statistics of the training and test data that we construct,Game Development as Human-LLM Interaction
 The interaction data format follows Figure 1,Game Development as Human-LLM Interaction
 6,Game Development as Human-LLM Interaction
2 Setup We employ LLaMA3,Game Development as Human-LLM Interaction
1-8B-Instruct1 (Dubey et al,Game Development as Human-LLM Interaction
", 2024) for Stage-1 and finetune it using LoRA (Hu et al",Game Development as Human-LLM Interaction
", 2021) with r = 8, α = 32, and a learning rate of 3e-4",Game Development as Human-LLM Interaction
 We train 3 epochs on the 3718 inter- action snippets for Stage-2 and 5 epochs on the 36 complete interactions for Stage-3,Game Development as Human-LLM Interaction
 1https://huggingface,Game Development as Human-LLM Interaction
co/meta-llama/Meta-Llama-3,Game Development as Human-LLM Interaction
1-8B- Instruct,Game Development as Human-LLM Interaction
Evaluation Metrics Scoring Guide Metric Description Score Criteria Guidance How the response guide the user step-by-step to complete the game,Game Development as Human-LLM Interaction
 1 Poor Significant deficiencies or inaccuracies,Game Development as Human-LLM Interaction
" Logic Logical structure and soundness of reasoning, including the support and validity of conclusions",Game Development as Human-LLM Interaction
2 Below Avg,Game Development as Human-LLM Interaction
" Noticeable weaknesses, lacking in several areas",Game Development as Human-LLM Interaction
 Relevance The extent to which the response stays on topic and within the scope of the assistant role,Game Development as Human-LLM Interaction
3 Above Avg,Game Development as Human-LLM Interaction
 Mostly on target with a few minor shortcomings,Game Development as Human-LLM Interaction
" Coherence Integration into the context, consistency with previous statements and conversational flow",Game Development as Human-LLM Interaction
"4 Strong Strong performance, often surpasses expectations",Game Development as Human-LLM Interaction
" ConcisenessBrevity and clarity of the response, avoiding unnecessary elaboration or repetition",Game Development as Human-LLM Interaction
 Table 3: Evaluation Metrics and Scoring Guide,Game Development as Human-LLM Interaction
 We design the criteria following Yu et al,Game Development as Human-LLM Interaction
 (2024b); Wu et al,Game Development as Human-LLM Interaction
 (2024b); Zheng et al,Game Development as Human-LLM Interaction
 (2024); Wang et al,Game Development as Human-LLM Interaction
 (2023c); Guo et al,Game Development as Human-LLM Interaction
 (2023),Game Development as Human-LLM Interaction
" To assess the performance of the LLM in a dy- namic multi-turn interaction environment, we re- quire a user to interact with the LLM, as demon- strated in our ChatGE framework",Game Development as Human-LLM Interaction
" Simulating the user using a rule-based approach is complex, and employing human annotators poses challenges re- lated to inconsistent standards and high costs",Game Development as Human-LLM Interaction
" To address these issues, we use GPT-4o-mini as the in- teractor to simulate the user, a practice increasingly adopted in dynamic multi-turn interaction environ- ments (Wang et al",Game Development as Human-LLM Interaction
", 2023b; Terragni et al",Game Development as Human-LLM Interaction
", 2023; Davidson et al",Game Development as Human-LLM Interaction
", 2023; Sekuli ´c et al",Game Development as Human-LLM Interaction
", 2024; Luo et al",Game Development as Human-LLM Interaction
", 2024; Xiang et al",Game Development as Human-LLM Interaction
", 2024; Yu et al",Game Development as Human-LLM Interaction
", 2024b)",Game Development as Human-LLM Interaction
" For evaluation, we provide the interactor with a manually crafted game script and instruct them to treat it as the game concept they have in mind",Game Development as Human-LLM Interaction
" The interactor then interacts with the LLM, resulting in a multi-turn interaction about a specific custom game",Game Development as Human-LLM Interaction
 This allows us to use the game script and its corresponding code as the ground truth for evaluat- ing the generated interaction,Game Development as Human-LLM Interaction
 6,Game Development as Human-LLM Interaction
3 Metrics We assess model performance from two perspec- tives: interaction quality and code correctness,Game Development as Human-LLM Interaction
" Interaction Quality The interaction quality is assessed by an evaluator model, which assesses the output for guidance, logic, relevance, coher- ence and conciseness",Game Development as Human-LLM Interaction
 Following KIEval (Yu et al,Game Development as Human-LLM Interaction
", 2024b), we implement a scoring system to quantita- tively grade model performance in different aspects",Game Development as Human-LLM Interaction
" Responses are rated on a definitive scale from 1 to 4 for each aspect, where 1 and 4 denote ‘Poor’ and ‘Strong’ performance, respectively, as detailed in Table 3",Game Development as Human-LLM Interaction
 These scores are designed to encourage decisive evaluations,Game Development as Human-LLM Interaction
" To facilitate comparison, we normalize the scores, ensuring that a rating of 1",Game Development as Human-LLM Interaction
0 indicates perfect performance,Game Development as Human-LLM Interaction
" We utilize GPT-4o as the evaluator, run 5 times and average the results",Game Development as Human-LLM Interaction
 Code correctness We evaluate code correctness using two functional-level metrics and two overall- level metrics to respectively measure correctness of functions as code snippet and complete code: • F-ESR represents the functional execution suc- cess rate across the entire test set to measure the model’s basic coding capability,Game Development as Human-LLM Interaction
" • F-Acc represents the functional accuracy of the code, assessed through black-box testing to de- termine if the generated code is correct",Game Development as Human-LLM Interaction
" Specifi- cally, we replace player input with random input and, for each run, fix the random seed",Game Development as Human-LLM Interaction
 We then compare the resulting game states after multiple turns until the game ends of the generated code with the ground truth,Game Development as Human-LLM Interaction
" We conduct 40 runs, each with a different random seed, for every entry",Game Development as Human-LLM Interaction
" If all runs produce identical states, the code is considered correct",Game Development as Human-LLM Interaction
 • ESR represents the execution success rate of the complete code of a custom game,Game Development as Human-LLM Interaction
 • Acc represents the accuracy of the complete code of a custom game,Game Development as Human-LLM Interaction
 6,Game Development as Human-LLM Interaction
"4 Main Results We evaluate ChatGE on the test data we construct, as shown in Table 2",Game Development as Human-LLM Interaction
" Table 4 presents the perfor- mance of our ChatGE, including both interaction quality and code correctness",Game Development as Human-LLM Interaction
" For comparison, we take several representative closed-source and open- source LLMs in a 5-shot setting as baselines",Game Development as Human-LLM Interaction
" Intu- itively, ChatGE excels in both interaction quality and code correctness",Game Development as Human-LLM Interaction
 6,Game Development as Human-LLM Interaction
4,Game Development as Human-LLM Interaction
1 Interaction Quality All models exhibit high interaction quality,Game Development as Human-LLM Interaction
"Our ChatGE excels across all dimensions, showcasing exceptional capabilities in interacting with the user throughout the interactive development process",Game Development as Human-LLM Interaction
 Compared to Llama-3,Game Development as Human-LLM Interaction
"1-8B-Instruct, our fine-tuned model excels in guidance and logic, effectively guiding the user to develop the game logically",Game Development as Human-LLM Interaction
 6,Game Development as Human-LLM Interaction
4,Game Development as Human-LLM Interaction
"2 Code Correctness In our results, all models significantly outperform in functional-level metrics compared to overall-",Game Development as Human-LLM Interaction
Model Interaction Quality Code Correctness Gui,Game Development as Human-LLM Interaction
 Log,Game Development as Human-LLM Interaction
 Rel,Game Development as Human-LLM Interaction
 Coh,Game Development as Human-LLM Interaction
 Con,Game Development as Human-LLM Interaction
 Overall F-ESR F-Acc ESR Acc 5-shot GPT-3,Game Development as Human-LLM Interaction
5-turbo 94,Game Development as Human-LLM Interaction
5 96,Game Development as Human-LLM Interaction
5 100 99,Game Development as Human-LLM Interaction
0 96,Game Development as Human-LLM Interaction
